E27-Bacon-AY302551	E27	2562
E13-Del_Carmen-AY302539	E13	2562
CVB6-Schmitt-AF039205	CVB6	2559
CVB4-JVB-X05690	CVB4	2556
E12-Travis-X79047	E12	2586
E25-JV4-AY302549	E25	2580
EVB77-CF496-99-AJ493062	EVB77	2568
EVB88-BAN01-10398-AY843306	EVB88	2583
EVB100-BAN2000-10500-DQ902713	EVB100	2571
EVB97-BAN99-10355-AY843307	EVB97	2565
EVB107-TN94-0349-AB426609	EVB107	2574
EVB85-BAN00-10353-AY843303	EVB85	2574
EVB87-BAN01-10396-AY843305	EVB87	2574
E30-Bastianni-AF162711	E30	2582
EVB98-T92-1499-AB426608	EVB98	2574
EVB75-USA_OK85-AY556070	EVB75	2577
EVB111-Q0011-XZ-CHN-2000-KF312882	EVB111	2580
EVB86-BAN00-10354-AY843304	EV86	2553
EVB74-USA_CA75-AY556057	EVB74	2562
EVB106-148-YN-CHN-12-KF990476	EVB106	2574
E16-Harrington-AY302542	E16	2586
E1-Farouk-AF029859	E1	2550
EVB101-CIV03-AY843308	EVB101	2598
EVB84-CIV-DQ902712	EVB84	2574
EVB93-38-03-KM273013	EVB93	2574
Sabin1-AY184219-P1	Sabin 1	2647
Sabin2-AY184220-P1	Sabin 2	2640
Sabin3-AY184221-P1	Sabin 3	2637
Sabin3-Leon-K01392	Sabin3	2635
PV1-Mahoney-V01149	PV1	2643
PV1-Bar65-19276-AY278553	PV1	2643
PV1-A649-EU794964	PV1	2643
VDPV2-SAK-HQ738287	VDPV2	2637
VDPV2-TSI-HQ738290	VDPV2	2637
VDPV2-BEL-HQ738286	VDPV2	2638
VDPV2-MAD004-AM084223	VDPV2	2637
VDPV2-TOL-cl1-HQ738288	VDPV2	2638
VDPV2-TOL-cl2-HQ738289	VDPV2	2637
VDPV2-MAD-2593-11-HF913426	VDPV2	2637
VDPV2-MAD-2642-11-HF913427	VDPV2	2639
PV2-EGY-93-034-AF448783	PV2	2638
PV3-29813-MG212439	PV3	2634
VDPV3-MAD-05-V3-TUL-HQ738291	VDPV3	2634
PV3-Saukett-KP247597	PV3	2700
CVA1-Tompkins-AF499635	CVA1	2700
CVA17-67591-FM955278	CVA17	2700
CVA17-MAD02-68154-JF260925		2700
CVA17-MAD02-67610-JF260924	CVA17	2700
PV2-Lansing-M12197	PV2	2700
PV2-MEF-AY238473	PV2	2700
CVA20-IH35-AF499642	CVA20	2700
CVA20-CAE-DOU-070	CVA20	2700
CVA20-CAE-T08-186	CVA20	2700
CVA20-CAE-TOK-380	CVA20	2700
CVA20-CAE-TOK-231-cl1-3	CVA20	2700
CVA17-CAE-T08-038	CVA17	2700
CVA17-CAE-DJI-031	CVA17	2700
CVA20-CAE-C08-098	CVA20	2700
CVA20-CAE-KOL-125	CVA20	2700
CVA20b-Cecil-EF015019	CVA20	2700
PV1-CHA-11-19341-KX162683	PV1	2700
PV1-NIE-11-16623-KX162709	PV1	2700
CVA17-G12-AF499639-1	CVA17	2700
CVA11-MAD02-66122-JF260917	CVA11	2700
CVA11-MAD02-67874-JF260919	CVA11	2700
CVA11-MAD02-66990-JF260918	CVA11	2700
CVA11v-G9-AF499638-1	CVA11	2700
CVA11-CAE-DOU-057	CVA11	2700
CVA11-Belgium1-AF499636	CVA11	2700
PV3-FIN-84-2493-FJ842159	PV3	2700
PV3-FIN-84-60212-FJ842158	PV3	2700
PV3-SWI-10-947-FJ914252	PV3	2700
PV3-NIE-12-19535-KY941933	PV3	2700
PV3-PAK-10-19536-KY941934	PV3	2700
CVA13-67001-JF260920	CVA13	2700
CVA13-68145-JF260923	CVA13	2700
CVA13-68095-JF260922	CVA13	2700
CVA13-67900-JF260921	CVA13	2700
CVA13-CAE-KOZ-015	CVA13	2700
CVA13-CAE-TOK-235	CVA13	2700
CVA13-CAE-KOL-415	CVA13	2700
CVA13-CAE-DOU-071	CVA13	2700
CVA13v_G13_AF499640-1	CVA13	2700
CVA13_Flores_AF465511	CVA13	2700
EVC102-EF555645	EVC102	2700
EVC99-CAE-KOL-417	EVC99	2700
EVC99-CAE-KOZ-022	EVC99	2700
EVC99-CAE-TOK-291	EVC99	2700
EVC99-CAE-DJI-346	EVC99	2700
EVC99-USA-GA84-10636-EF555644	EVC99	2700
CVA24-CAE-KOL-156	CVA24	2700
CVA24-CAE-KOZ-013	CVA24	2700
CVA24-Joseph-EF026081	CVA24	2700
CVA24-MAD-9848-11	CVA24	2700
CVA24v-EH24-70-D90457	CVA24	2700
CVA21-KuyKendall-AF546702	CVA21	2700
EVC95-5-05-M273014	EVC95	2700
EVC113-BBD-83-KC344834	EVC113	2700
EVC116-126-Russia-2010-JX514942	EVC116	2700
CVA19-NIH8663-AF499641	CVA19	2700
CVA22-Chulman-AF499643	CVA22	2700
EVC96-BAN00-10488-EF015886	EVC96	2700
EVC105-PER153-JX393302	EVC105	2700
EVC109-NICA08-4327-GQ865517	EVC109	2700
EVC118-ISR38-JX961709	EVC118	2700
EVC104-EU840733	EVC104	2700
EVC117-LIT22-JX262382	EVC117	2700
EVD70-J670_71-D00820	EVD70	2613
EVD70-J670-71-DQ201177	EVD70	2613
EVD70-NC-001430	EVD70	2613
EVD68-Fermon-AY426531	EVD68	2582
EVD68-FR37-99-EF107098	EVD68	2583
EVD68-USA-SSENT37-2014-KX351801	EVD68	2583
EVD68-MEX-DGO-2014-KT803995	EVD68	2613
EVD68-CHN-21186-2011-KT280503	EVD68	2613
EVD68-TW-02795-2014-KT711088	EVD68	2613
EVD68-Osaka692-2013-LC068708	EVD68	2586
EVD94_E120_DQ916376	EVD94	2589
EVD94-DRC19-04-EF107097	EVD94	2595
CVA7-MAD-11-2986	CVA7	2618
CVA7-MAD-11-3101	CVA7	2618
CVA7-MAD-11-3179	CVA7	2618
CVA7-MAD-11-3127	CVA7	2618
CVA7-MAD-11-3956	CVA7	2618
CVA7-MAD-11-9750	CVA7	2618
CVA7-MAD-11-9700	CVA7	2618
CVA6-MAD-11-2628	CVA6	2618
CVA6-MAD-11-9828	CVA6	2618
EVA71F-MAD-11-3126	EVA71	2618
EVA71F-MAD-10-7842	EVA71	2618
EVA71F-MAD-04-72341	EVA71	2618
CVA10-MAD-11-9856	CVA10	2618
CVA10-MAD-11-9937	CVA10	2618
CVA10-MAD-11-9802	CVA10	2618
CVA14-MAD-11-2718	CVA14	2618
CVA14-MAD-07-72	CVA14	2618
CVA5-MAD-11-2940	CVA5	2618
CVA5-MAD-11-3144	CVA5	2618
EVA71E-CMR-08-CENBIY08146	EVA71	2597
EVA71E-CAF-03-RS2NMA03008	EVA71	2597
CVA4-MAD-11-9745	CVA4	2618
CVA10-MAD-11-3995	CVA10	2618
CVA10-MAD-11-9506	CVA10	2594
EVA71C1-CMR-08-LITCIP08041	EVA71	2597
